Onyomi,Radicals,% (of kanji having this radical) that have this onyomi,% (of kanji having this onyomi) that have this radical,Examples
｜ノ一杰無,ブ,100,5.376,嘸甒嫵墲廡
｜ノ一無,ブ,100,5.376,嘸甒嫵墲廡
｜ノ杰無,ブ,100,5.376,嘸甒嫵墲廡
｜ノ無,ブ,100,5.376,嘸甒嫵墲廡
｜ハ一二目貝,サク,100,2.62,皟幘賾歵瞔
｜ハ一二貝,サク,100,2.62,皟幘賾歵瞔
｜ハ一口目虫貝,カイ,100,0.606,繢聵憒嘳蕢
｜ハ一口目貝,キ,50,0.719,櫃樻貴瞶簣
｜ハ一口目貝,カイ,50,0.606,繢聵憒嘳蕢
｜ハ一口虫貝,カイ,100,0.606,繢聵憒嘳蕢
｜ハ一口貝,キ,50,0.719,櫃樻貴瞶簣
｜ハ一口貝,カイ,50,0.606,繢聵憒嘳蕢
｜ハ一目虫貝,カイ,100,0.606,繢聵憒嘳蕢
｜ハ一目貝,サク,37.5,2.62,皟幘賾歵瞔
｜ハ一目貝,キ,31.25,0.719,櫃樻貴瞶簣
｜ハ一目貝,カイ,31.25,0.606,繢聵憒嘳蕢
｜ハ一虫貝,カイ,100,0.606,繢聵憒嘳蕢
｜ハ一貝,サク,37.5,2.62,皟幘賾歵瞔
｜ハ一貝,キ,31.25,0.719,櫃樻貴瞶簣
｜ハ一貝,カイ,31.25,0.606,繢聵憒嘳蕢
｜ハ二目貝,サク,100,2.62,皟幘賾歵瞔
｜ハ二貝,サク,100,2.62,皟幘賾歵瞔
｜ハ口木目貝頁,ライ,100,1.344,頼瀬懶籟藾
｜ハ口木目頁,ライ,100,1.344,頼瀬懶籟藾
｜ハ口木貝頁,ライ,100,1.344,頼瀬懶籟藾
｜ハ口木頁,ライ,100,1.344,頼瀬懶籟藾
｜ハ口目虫貝,カイ,100,0.606,繢聵憒嘳蕢
｜ハ口目貝,キ,50,0.719,櫃樻貴瞶簣
｜ハ口目貝,カイ,50,0.606,繢聵憒嘳蕢
｜ハ口目貝頁,ライ,100,1.344,頼瀬懶籟藾
｜ハ口目頁,ライ,100,1.344,頼瀬懶籟藾
｜ハ口虫貝,カイ,100,0.606,繢聵憒嘳蕢
｜ハ口貝,キ,50,0.719,櫃樻貴瞶簣
｜ハ口貝,カイ,50,0.606,繢聵憒嘳蕢
｜ハ口貝頁,ライ,100,1.344,頼瀬懶籟藾
｜ハ口頁,ライ,100,1.344,頼瀬懶籟藾
｜ハ木目貝頁,ライ,100,1.344,頼瀬懶籟藾
｜ハ木目頁,ライ,100,1.344,頼瀬懶籟藾
｜ハ木貝頁,ライ,100,1.344,頼瀬懶籟藾
｜ハ木頁,ライ,100,1.344,頼瀬懶籟藾
｜ハ目虫貝,カイ,100,0.606,繢聵憒嘳蕢
｜ハ目貝,サク,35.294,2.62,皟幘賾歵瞔
｜ハ目貝,キ,35.294,0.863,檱櫃樻貴瞶
｜ハ目貝,カイ,29.412,0.606,繢聵憒嘳蕢
｜ハ目貝頁,ライ,100,1.344,頼瀬懶籟藾
｜ハ目頁,ライ,100,1.344,頼瀬懶籟藾
｜ハ虫貝,カイ,100,0.606,繢聵憒嘳蕢
｜ハ貝,サク,35.294,2.62,皟幘賾歵瞔
｜ハ貝,キ,35.294,0.863,檱櫃樻貴瞶
｜ハ貝,カイ,29.412,0.606,繢聵憒嘳蕢
｜ハ貝頁,ライ,100,1.344,頼瀬懶籟藾
｜ハ頁,ライ,100,1.344,頼瀬懶籟藾
｜ヨ二廴聿,ケン,100,1.866,揵徤犍楗旔
｜ヨ二聿,ケン,100,1.866,揵徤犍楗旔
｜ヨ廴聿,ケン,100,1.866,揵徤犍楗旔
｜ヨ聿,ケン,100,1.866,揵徤犍楗旔
｜一个冂冊口廾龠,ヤク,100,0.679,龥鑰籲禴鸙
｜一个冂冊口龠,ヤク,100,0.679,龥鑰籲禴鸙
｜一个冂冊廾龠,ヤク,100,0.679,龥鑰籲禴鸙
｜一个冂冊龠,ヤク,100,0.679,龥鑰籲禴鸙
｜一个冂口廾龠,ヤク,100,0.679,龥鑰籲禴鸙
｜一个冂口龠,ヤク,100,0.679,龥鑰籲禴鸙
｜一个冂廾龠,ヤク,100,0.679,龥鑰籲禴鸙
｜一个冂龠,ヤク,100,0.679,龥鑰籲禴鸙
｜一个冊口廾龠,ヤク,100,0.815,龥鑰籲禴鸙
｜一个冊口龠,ヤク,100,0.815,龥鑰籲禴鸙
｜一个冊廾龠,ヤク,100,0.815,龥鑰籲禴鸙
｜一个冊龠,ヤク,100,0.815,龥鑰籲禴鸙
｜一个口廾龠,ヤク,100,0.815,龥鑰籲禴鸙
｜一个口龠,ヤク,100,0.815,龥鑰籲禴鸙
｜一个廾龠,ヤク,100,0.815,龥鑰籲禴鸙
｜一个龠,ヤク,100,0.815,龥鑰籲禴鸙
｜一二亠口衣,ショウ,100,0.708,儴蠰纕瓤蘘
｜一二亠衣,ショウ,100,0.708,儴蠰纕瓤蘘
｜一二口衣,ショウ,100,0.708,儴蠰纕瓤蘘
｜一二小幺糸,ソ,100,2.717,榡愫塐嗉膆
｜一二小糸,ソ,100,2.717,榡愫塐嗉膆
｜一二幺糸,ソ,100,2.717,榡愫塐嗉膆
｜一二目貝,サク,100,2.62,皟幘賾歵瞔
｜一二糸,ソ,100,2.717,榡愫塐嗉膆
｜一二衣,ショウ,100,0.708,儴蠰纕瓤蘘
｜一二貝,サク,100,2.62,皟幘賾歵瞔
｜一亠口衣,ショウ,100,0.708,儴蠰纕瓤蘘
｜一亠衣,ショウ,100,0.708,儴蠰纕瓤蘘
｜一儿免勹匕口比,サン,100,0.525,毚儳欃劖攙
｜一儿免勹匕比,サン,100,0.525,毚儳欃劖攙
｜一儿免勹口比,サン,100,0.525,毚儳欃劖攙
｜一儿免勹比,サン,100,0.525,毚儳欃劖攙
｜一儿免匕口比,サン,100,0.525,毚儳欃劖攙
｜一儿免匕比,サン,100,0.525,毚儳欃劖攙
｜一儿免口比,サン,100,0.525,毚儳欃劖攙
｜一儿免比,サン,100,0.525,毚儳欃劖攙
｜一儿勹匕口比,サン,100,0.525,毚儳欃劖攙
｜一儿勹匕比,サン,100,0.525,毚儳欃劖攙
｜一儿勹口比,サン,100,0.525,毚儳欃劖攙
｜一儿勹比,サン,100,0.525,毚儳欃劖攙
｜一儿匕口比,サン,100,0.525,毚儳欃劖攙
｜一儿匕比,サン,100,0.525,毚儳欃劖攙
｜一儿口比,サン,100,0.525,毚儳欃劖攙
｜一儿比,サン,100,0.525,毚儳欃劖攙
｜一免勹匕口比,サン,100,0.525,毚儳欃劖攙
｜一免勹匕比,サン,100,0.525,毚儳欃劖攙
｜一免勹口比,サン,100,0.525,毚儳欃劖攙
｜一免勹比,サン,100,0.525,毚儳欃劖攙
｜一免匕口比,サン,100,0.525,毚儳欃劖攙
｜一免匕比,サン,100,0.525,毚儳欃劖攙
｜一免口比,サン,100,0.525,毚儳欃劖攙
｜一免比,サン,100,0.525,毚儳欃劖攙
｜一冂冊口廾龠,ヤク,100,0.679,龥鑰籲禴鸙
｜一冂冊口龠,ヤク,100,0.679,龥鑰籲禴鸙
｜一冂冊廾龠,ヤク,100,0.679,龥鑰籲禴鸙
｜一冂冊龠,ヤク,100,0.679,龥鑰籲禴鸙
｜一冂口廾龠,ヤク,100,0.679,龥鑰籲禴鸙
｜一冂口龠,ヤク,100,0.679,龥鑰籲禴鸙
｜一冂廾龠,ヤク,100,0.679,龥鑰籲禴鸙
｜一冂龠,ヤク,100,0.679,龥鑰籲禴鸙
｜一冊口廾龠,ヤク,100,0.815,龥鑰籲禴鸙
｜一冊口龠,ヤク,100,0.815,龥鑰籲禴鸙
｜一冊尸廾戸,ヘン,100,2.703,扁褊偏徧惼
｜一冊尸戸,ヘン,100,2.703,扁褊偏徧惼
｜一冊廾戸,ヘン,100,2.703,扁褊偏徧惼
｜一冊廾龠,ヤク,100,0.815,龥鑰籲禴鸙
｜一冊戸,ヘン,100,2.703,扁褊偏徧惼
｜一冊龠,ヤク,100,0.815,龥鑰籲禴鸙
｜一勹匕口比,サン,100,0.525,毚儳欃劖攙
｜一勹匕比,サン,100,0.525,毚儳欃劖攙
｜一勹口比,サン,100,0.525,毚儳欃劖攙
｜一勹比,サン,100,0.525,毚儳欃劖攙
｜一匕口比,サン,100,0.525,毚儳欃劖攙
｜一匕比,サン,100,0.525,毚儳欃劖攙
｜一口廾龠,ヤク,100,0.815,龥鑰籲禴鸙
｜一口比,サン,100,0.525,毚儳欃劖攙
｜一口目虫貝,カイ,100,0.606,繢聵憒嘳蕢
｜一口目貝,キ,50,0.719,櫃樻貴瞶簣
｜一口目貝,カイ,50,0.606,繢聵憒嘳蕢
｜一口虫貝,カイ,100,0.606,繢聵憒嘳蕢
｜一口衣,ショウ,100,0.708,儴蠰纕瓤蘘
｜一口貝,キ,50,0.719,櫃樻貴瞶簣
｜一口貝,カイ,50,0.606,繢聵憒嘳蕢
｜一口龠,ヤク,100,0.815,龥鑰籲禴鸙
｜一小幺糸,ソ,100,2.717,榡愫塐嗉膆
｜一小糸,ソ,100,2.717,榡愫塐嗉膆
｜一尸廾戸,ヘン,100,2.703,扁褊偏徧惼
｜一尸戸,ヘン,100,2.703,扁褊偏徧惼
｜一幺糸,ソ,100,2.717,榡愫塐嗉膆
｜一廾戸,ヘン,100,2.703,扁褊偏徧惼
｜一廾龠,ヤク,100,0.815,龥鑰籲禴鸙
｜一戸,ヘン,100,2.703,扁褊偏徧惼
｜一杰無,ブ,100,5.376,嘸甒嫵墲廡
｜一比,サン,100,0.525,毚儳欃劖攙
｜一無,ブ,100,5.376,嘸甒嫵墲廡
｜一田,リュウ,100,6.41,澑畱橊羀璢
｜一目虫貝,カイ,100,0.606,繢聵憒嘳蕢
｜一目貝,サク,37.5,2.62,皟幘賾歵瞔
｜一目貝,キ,31.25,0.719,櫃樻貴瞶簣
｜一目貝,カイ,31.25,0.606,繢聵憒嘳蕢
｜一糸,ソ,100,2.717,榡愫塐嗉膆
｜一虫貝,カイ,100,0.606,繢聵憒嘳蕢
｜一衣,ショウ,100,0.708,儴蠰纕瓤蘘
｜一貝,サク,37.5,2.62,皟幘賾歵瞔
｜一貝,キ,31.25,0.719,櫃樻貴瞶簣
｜一貝,カイ,31.25,0.606,繢聵憒嘳蕢
｜一龠,ヤク,100,0.815,龥鑰籲禴鸙
｜个冂冊口廾龠,ヤク,100,0.679,龥鑰籲禴鸙
｜个冂冊口龠,ヤク,100,0.679,龥鑰籲禴鸙
｜个冂冊廾龠,ヤク,100,0.679,龥鑰籲禴鸙
｜个冂冊龠,ヤク,100,0.679,龥鑰籲禴鸙
｜个冂口廾龠,ヤク,100,0.679,龥鑰籲禴鸙
｜个冂口龠,ヤク,100,0.679,龥鑰籲禴鸙
｜个冂廾龠,ヤク,100,0.679,龥鑰籲禴鸙
｜个冂龠,ヤク,100,0.679,龥鑰籲禴鸙
｜个冊口廾龠,ヤク,100,0.815,龥鑰籲禴鸙
｜个冊口龠,ヤク,100,0.815,龥鑰籲禴鸙
｜个冊廾龠,ヤク,100,0.815,龥鑰籲禴鸙
｜个冊龠,ヤク,100,0.815,龥鑰籲禴鸙
｜个口廾龠,ヤク,100,0.815,龥鑰籲禴鸙
｜个口龠,ヤク,100,0.815,龥鑰籲禴鸙
｜个廾龠,ヤク,100,0.815,龥鑰籲禴鸙
｜个龠,ヤク,100,0.815,龥鑰籲禴鸙
｜二亠口衣,ショウ,100,0.708,儴蠰纕瓤蘘
｜二亠衣,ショウ,100,0.708,儴蠰纕瓤蘘
｜二口衣,ショウ,100,0.708,儴蠰纕瓤蘘
｜二小幺糸,ソ,100,2.717,榡愫塐嗉膆
｜二小糸,ソ,100,2.717,榡愫塐嗉膆
｜二幺糸,ソ,100,2.717,榡愫塐嗉膆
｜二廴聿,ケン,100,1.866,揵徤犍楗旔
｜二目貝,サク,100,2.62,皟幘賾歵瞔
｜二糸,ソ,100,2.717,榡愫塐嗉膆
｜二聿,ケン,100,1.866,揵徤犍楗旔
｜二衣,ショウ,100,0.708,儴蠰纕瓤蘘
｜二貝,サク,100,2.62,皟幘賾歵瞔
｜亠口衣,ショウ,100,0.708,儴蠰纕瓤蘘
｜亠衣,ショウ,100,0.708,儴蠰纕瓤蘘
｜儿免勹匕口比,サン,100,0.525,毚儳欃劖攙
｜儿免勹匕比,サン,100,0.525,毚儳欃劖攙
｜儿免勹口比,サン,100,0.525,毚儳欃劖攙
｜儿免勹比,サン,100,0.525,毚儳欃劖攙
｜儿免匕口比,サン,100,0.525,毚儳欃劖攙
｜儿免匕比,サン,100,0.525,毚儳欃劖攙
｜儿免口比,サン,100,0.525,毚儳欃劖攙
｜儿免比,サン,100,0.525,毚儳欃劖攙
｜儿勹匕口比,サン,100,0.525,毚儳欃劖攙
｜儿勹匕比,サン,100,0.525,毚儳欃劖攙
｜儿勹口比,サン,100,0.525,毚儳欃劖攙
｜儿勹比,サン,100,0.525,毚儳欃劖攙
｜儿匕口比,サン,100,0.525,毚儳欃劖攙
｜儿匕比,サン,100,0.525,毚儳欃劖攙
｜儿口比,サン,100,0.525,毚儳欃劖攙
｜儿比,サン,100,0.525,毚儳欃劖攙
｜免勹匕口比,サン,100,0.525,毚儳欃劖攙
｜免勹匕比,サン,100,0.525,毚儳欃劖攙
｜免勹口比,サン,100,0.525,毚儳欃劖攙
｜免勹比,サン,100,0.525,毚儳欃劖攙
｜免匕口比,サン,100,0.525,毚儳欃劖攙
｜免匕比,サン,100,0.525,毚儳欃劖攙
｜免口比,サン,100,0.525,毚儳欃劖攙
｜免比,サン,100,0.525,毚儳欃劖攙
｜冂冊口廾龠,ヤク,100,0.679,龥鑰籲禴鸙
｜冂冊口龠,ヤク,100,0.679,龥鑰籲禴鸙
｜冂冊廾龠,ヤク,100,0.679,龥鑰籲禴鸙
｜冂冊龠,ヤク,100,0.679,龥鑰籲禴鸙
｜冂口廾龠,ヤク,100,0.679,龥鑰籲禴鸙
｜冂口龠,ヤク,100,0.679,龥鑰籲禴鸙
｜冂廾龠,ヤク,100,0.679,龥鑰籲禴鸙
｜冂龠,ヤク,100,0.679,龥鑰籲禴鸙
｜冊口廾龠,ヤク,100,0.815,龥鑰籲禴鸙
｜冊口龠,ヤク,100,0.815,龥鑰籲禴鸙
｜冊尸廾戸,ヘン,100,2.703,扁褊偏徧惼
｜冊尸戸,ヘン,100,2.703,扁褊偏徧惼
｜冊廾戸,ヘン,100,2.703,扁褊偏徧惼
｜冊廾龠,ヤク,100,0.815,龥鑰籲禴鸙
｜冊戸,ヘン,100,2.703,扁褊偏徧惼
｜冊龠,ヤク,100,0.815,龥鑰籲禴鸙
｜刀勹月牛角,カイ,100,0.606,檞嶰澥獬薢
｜刀勹月角,カイ,100,0.606,檞嶰澥獬薢
｜刀勹牛角,カイ,100,0.606,檞嶰澥獬薢
｜刀勹角,カイ,100,0.606,檞嶰澥獬薢
｜刀月牛角,カイ,100,0.606,檞嶰澥獬薢
｜刀月角,カイ,100,0.606,檞嶰澥獬薢
｜刀牛角,カイ,100,0.606,檞嶰澥獬薢
｜刀角,カイ,100,0.606,檞嶰澥獬薢
｜勹匕口比,サン,100,0.525,毚儳欃劖攙
｜勹匕比,サン,100,0.525,毚儳欃劖攙
｜勹口比,サン,100,0.525,毚儳欃劖攙
｜勹月牛角,カイ,100,0.606,檞嶰澥獬薢
｜勹月角,カイ,100,0.727,檞嶰葪澥獬
｜勹比,サン,100,0.525,毚儳欃劖攙
｜勹牛角,カイ,100,0.606,檞嶰澥獬薢
｜勹角,カイ,100,0.727,檞嶰葪澥獬
｜匕口比,サン,100,0.525,毚儳欃劖攙
｜匕比,サン,100,0.525,毚儳欃劖攙
｜口廾龠,ヤク,100,0.815,龥鑰籲禴鸙
｜口木目貝頁,ライ,100,1.344,頼瀬懶籟藾
｜口木目頁,ライ,100,1.344,頼瀬懶籟藾
｜口木貝頁,ライ,100,1.344,頼瀬懶籟藾
｜口木頁,ライ,100,1.344,頼瀬懶籟藾
｜口比,サン,100,0.525,毚儳欃劖攙
｜口目虫貝,カイ,100,0.606,繢聵憒嘳蕢
｜口目貝,キ,50,0.719,櫃樻貴瞶簣
｜口目貝,カイ,50,0.606,繢聵憒嘳蕢
｜口目貝頁,ライ,100,1.344,頼瀬懶籟藾
｜口目頁,ライ,100,1.344,頼瀬懶籟藾
｜口虫貝,カイ,100,0.606,繢聵憒嘳蕢
｜口衣,ショウ,100,0.708,儴蠰纕瓤蘘
｜口貝,キ,50,0.719,櫃樻貴瞶簣
｜口貝,カイ,50,0.606,繢聵憒嘳蕢
｜口貝頁,ライ,100,1.344,頼瀬懶籟藾
｜口頁,ライ,100,1.344,頼瀬懶籟藾
｜口龠,ヤク,100,0.815,龥鑰籲禴鸙
｜小幺糸,ソ,100,2.717,榡愫塐嗉膆
｜小糸,ソ,100,2.717,榡愫塐嗉膆
｜尸廾戸,ヘン,100,2.703,扁褊偏徧惼
｜尸戸,ヘン,100,2.703,扁褊偏徧惼
｜幺糸,ソ,100,2.717,榡愫塐嗉膆
｜廴聿,ケン,100,1.866,揵徤犍楗旔
｜廾戸,ヘン,100,2.703,扁褊偏徧惼
｜廾龠,ヤク,100,0.815,龥鑰籲禴鸙
｜戸,ヘン,100,2.703,扁褊偏徧惼
｜月牛角,カイ,100,0.606,檞嶰澥獬薢
｜月角,カイ,100,0.727,檞嶰葪澥獬
｜木目貝頁,ライ,100,1.344,頼瀬懶籟藾
｜木目頁,ライ,100,1.344,頼瀬懶籟藾
｜木貝頁,ライ,100,1.344,頼瀬懶籟藾
｜木頁,ライ,100,1.344,頼瀬懶籟藾
｜杰無,ブ,100,5.376,嘸甒嫵墲廡
｜比,サン,100,0.525,毚儳欃劖攙
｜無,ブ,100,5.376,嘸甒嫵墲廡
｜牛角,カイ,100,0.606,檞嶰澥獬薢
｜田,リュウ,100,6.41,澑畱橊羀璢
｜目虫貝,カイ,100,0.606,繢聵憒嘳蕢
｜目貝,サク,35.294,2.62,皟幘賾歵瞔
｜目貝,キ,35.294,0.863,檱櫃樻貴瞶
｜目貝,カイ,29.412,0.606,繢聵憒嘳蕢
｜目貝頁,ライ,100,1.344,頼瀬懶籟藾
｜目頁,ライ,100,1.344,頼瀬懶籟藾
｜糸,ソ,100,2.717,榡愫塐嗉膆
｜聿,ケン,100,1.866,揵徤犍楗旔
｜虫貝,カイ,100,0.606,繢聵憒嘳蕢
｜衣,ショウ,100,0.708,儴蠰纕瓤蘘
｜角,カイ,100,0.727,檞嶰葪澥獬
｜貝,サク,35.294,2.62,皟幘賾歵瞔
｜貝,キ,35.294,0.863,檱櫃樻貴瞶
｜貝,カイ,29.412,0.606,繢聵憒嘳蕢
｜貝頁,ライ,100,1.344,頼瀬懶籟藾
｜頁,ライ,100,1.344,頼瀬懶籟藾
｜龠,ヤク,100,0.815,龥鑰籲禴鸙
≥大小揆日錡,リョウ,100,1.667,燎遼療僚寮
≥大小揆錡,リョウ,100,1.667,燎遼療僚寮
≥大小日錡,リョウ,100,1.667,燎遼療僚寮
≥大小錡,リョウ,100,1.667,燎遼療僚寮
≥大揆日錡,リョウ,100,1.667,燎遼療僚寮
≥大揆錡,リョウ,100,1.667,燎遼療僚寮
≥大日錡,リョウ,100,1.667,燎遼療僚寮
≥大錡,リョウ,100,1.667,燎遼療僚寮
≥小揆日錡,リョウ,100,1.667,燎遼療僚寮
≥小揆錡,リョウ,100,1.667,燎遼療僚寮
≥小日錡,リョウ,100,1.667,燎遼療僚寮
≥小錡,リョウ,100,1.667,燎遼療僚寮
≥廖揆錡,リョウ,100,2,燎聊廖遼療
≥廖錡,リョウ,100,2,燎聊廖遼療
≥揆日錡,リョウ,100,1.667,燎遼療僚寮
≥揆錡,リョウ,100,3,燎良聊廖遼
≥日錡,リョウ,100,1.667,燎遼療僚寮
≥錡,リョウ,100,3.333,燎良伶聊廖
≥預,ボウ,100,3.356,夢矛某眸輞
Ξ錄,キ,100,0.719,譏幾杞夔奎
Ξ錡,キ,45.455,0.719,錤記錡悸祇
Ξ錡,ショウ,54.545,0.708,觴翔墻賞匠
Ξ預,ユ,35.294,22.222,湧雍饔埇臾
Ξ預,リ,35.294,11.111,里浬裏悧栗
Ξ預,リン,29.412,8.475,侖輪躪琳厘
Ξ駑,キ,100,0.719,祈奇兾晷驥
Ο口預,ゴ,100,7.042,吾寤誤蜈悟
Ο涇角預,ゴ,100,7.042,寤旿誤蜈悟
Ο涇預,ゴ,100,7.042,寤旿誤蜈悟
Ο角預,ゴ,100,7.042,寤旿誤蜈悟
Ο謗,イ,100,3.067,彛伊怡委尉
Ο錄,カン,100,1.256,寬莞羹鑑龕
Ο預,ゴ,100,8.451,吾寤旿誤蜈
ノハ儿土目貝,サン,100,0.63,攢贊欑讚儹
ノハ儿土貝,サン,100,0.63,攢贊欑讚儹
ノハ儿目貝,サン,100,0.63,攢贊欑讚儹
ノハ儿貝,サン,100,0.63,攢贊欑讚儹
ノハ土目貝,サン,100,0.63,攢贊欑讚儹
ノハ土貝,サン,100,0.63,攢贊欑讚儹
ノハ宀小目貝,ヒン,100,2.119,嬪繽檳殯擯
ノハ宀小貝,ヒン,100,2.119,嬪繽檳殯擯
ノハ宀目貝,ヒン,100,3.39,嬪繽臏獱檳
ノハ宀貝,ヒン,100,3.39,嬪繽臏獱檳
ノハ小目貝,ヒン,100,2.119,嬪繽檳殯擯
ノハ小貝,ヒン,100,2.119,嬪繽檳殯擯
ノハ目貝,ヒン,57.143,3.39,嬪繽臏獱檳
ノハ目貝,サン,42.857,0.63,攢贊欑讚儹
ノハ貝,ヒン,57.143,3.39,嬪繽臏獱檳
ノハ貝,サン,42.857,0.63,攢贊欑讚儹
ノ一杰無,ブ,100,5.376,嘸甒嫵墲廡
ノ一無,ブ,100,5.376,嘸甒嫵墲廡
ノ儿土目貝,サン,100,0.63,攢贊欑讚儹
ノ儿土貝,サン,100,0.63,攢贊欑讚儹
ノ儿目貝,サン,100,0.63,攢贊欑讚儹
ノ儿貝,サン,100,0.63,攢贊欑讚儹
ノ土子老,キョウ,100,1.656,宯侾庨漖硣
ノ土目貝,サン,100,0.63,攢贊欑讚儹
ノ土老,キョウ,100,1.656,宯侾庨漖硣
ノ土貝,サン,100,0.63,攢贊欑讚儹
ノ子老,キョウ,100,1.656,宯侾庨漖硣
ノ宀小目貝,ヒン,100,2.119,嬪繽檳殯擯
ノ宀小貝,ヒン,100,2.119,嬪繽檳殯擯
ノ宀目貝,ヒン,100,3.39,嬪繽臏獱檳
ノ宀貝,ヒン,100,3.39,嬪繽臏獱檳
ノ小目貝,ヒン,100,2.119,嬪繽檳殯擯
ノ小貝,ヒン,100,2.119,嬪繽檳殯擯
ノ日,ショウ,100,0.59,晌戧愓慯嗆
ノ木禾,リャク,50,25,厤秝嚦磿壢
ノ木禾,カ,50,4.63,俰嵙盉稞禾
ノ杰無,ブ,100,5.376,嘸甒嫵墲廡
ノ無,ブ,100,5.376,嘸甒嫵墲廡
ノ田米,ハン,100,9.091,墦籓噃橎皤
ノ目貝,ヒン,57.143,3.39,嬪繽臏獱檳
ノ目貝,サン,42.857,0.63,攢贊欑讚儹
ノ禾,リャク,33.333,25,厤秝嚦磿壢
ノ禾,カ,33.333,4.63,俰嵙盉稞禾
ノ禾,ショウ,33.333,0.59,乗穪偢称嵊
ノ米,ハン,100,9.091,墦籓噃橎皤
ノ老,キョウ,100,1.656,宯侾庨漖硣
ノ貝,ヒン,57.143,3.39,嬪繽臏獱檳
ノ貝,サン,42.857,0.63,攢贊欑讚儹
ハ一二目貝,サク,100,2.62,皟幘賾歵瞔
ハ一二貝,サク,100,2.62,皟幘賾歵瞔
ハ一口目虫貝,カイ,100,0.606,繢聵憒嘳蕢
ハ一口目貝,キ,50,0.719,櫃樻貴瞶簣
ハ一口目貝,カイ,50,0.606,繢聵憒嘳蕢
ハ一口虫貝,カイ,100,0.606,繢聵憒嘳蕢
ハ一口貝,キ,50,0.719,櫃樻貴瞶簣
ハ一口貝,カイ,50,0.606,繢聵憒嘳蕢
ハ一目,シン,100,2.564,真愖慎滇瑱
ハ一目虫貝,カイ,100,0.606,繢聵憒嘳蕢
ハ一目貝,シン,23.81,2.564,槇稹縝磌禛
ハ一目貝,サク,28.571,2.62,皟幘賾歵瞔
ハ一目貝,キ,23.81,0.719,櫃樻貴瞶簣
ハ一目貝,カイ,23.81,0.606,繢聵憒嘳蕢
ハ一虫貝,カイ,100,0.606,繢聵憒嘳蕢
ハ一貝,シン,23.81,2.564,槇稹縝磌禛
ハ一貝,サク,28.571,2.62,皟幘賾歵瞔
ハ一貝,キ,23.81,0.719,櫃樻貴瞶簣
ハ一貝,カイ,23.81,0.606,繢聵憒嘳蕢
ハ二目貝,サク,100,3.493,嘖皟幘賾歵
ハ二貝,サク,100,3.493,嘖皟幘賾歵
ハ儿勹厂言,セン,100,1.553,幨襜詹儋薝
ハ儿勹言,セン,100,1.553,幨襜詹儋薝
ハ儿厂言,セン,100,1.553,幨襜詹儋薝
ハ儿土目貝,サン,100,0.63,攢贊欑讚儹
ハ儿土貝,サン,100,0.63,攢贊欑讚儹
ハ儿目貝,サン,100,0.63,攢贊欑讚儹
ハ儿言,セン,100,1.553,幨襜詹儋薝
ハ儿貝,サン,100,0.63,攢贊欑讚儹
ハ勹厂言,セン,100,1.863,幨襜詹儋薝
ハ勹言,セン,100,1.863,幨襜詹儋薝
ハ十目,シン,100,2.564,槙真慎滇瑱
ハ十目艾貝,フン,100,6.25,僨饙憤濆豶
ハ十目貝,フン,100,6.25,僨饙憤濆豶
ハ十艾貝,フン,100,6.25,僨饙憤濆豶
ハ十貝,フン,100,6.25,僨饙憤濆豶
ハ厂言,セン,100,1.863,幨襜詹儋薝
ハ口木目貝頁,ライ,100,1.613,頼瀬懶癩籟
ハ口木目頁,ライ,100,1.613,頼瀬懶癩籟
ハ口木貝頁,ライ,100,1.613,頼瀬懶癩籟
ハ口木頁,ライ,100,1.613,頼瀬懶癩籟
ハ口目虫貝,カイ,100,0.606,繢聵憒嘳蕢
ハ口目貝,イン,41.176,4.516,殞傊磒愪溳
ハ口目貝,キ,29.412,0.719,櫃樻貴瞶簣
ハ口目貝,カイ,29.412,0.606,繢聵憒嘳蕢
ハ口目貝頁,ライ,54.545,1.613,頼瀬懶癩籟
ハ口目貝頁,カン,45.455,1.256,灝頜顑顴頷
ハ口目頁,ライ,54.545,1.613,頼瀬懶癩籟
ハ口目頁,カン,45.455,1.256,灝頜顑顴頷
ハ口虫貝,カイ,100,0.606,繢聵憒嘳蕢
ハ口貝,イン,41.176,4.516,殞傊磒愪溳
ハ口貝,キ,29.412,0.719,櫃樻貴瞶簣
ハ口貝,カイ,29.412,0.606,繢聵憒嘳蕢
ハ口貝頁,ライ,54.545,1.613,頼瀬懶癩籟
ハ口貝頁,カン,45.455,1.256,灝頜顑顴頷
ハ口頁,ライ,54.545,1.613,頼瀬懶癩籟
ハ口頁,カン,45.455,1.256,灝頜顑顴頷
ハ土目貝,サン,100,0.735,攢贊攅欑讚
ハ土貝,サン,100,0.735,攢贊攅欑讚
ハ大目貝,サン,100,0.63,瓉攅讃賛儧
ハ大貝,サン,100,0.63,瓉攅讃賛儧
ハ女目貝,エイ,100,6.494,瀴癭嬰蘡孾
ハ女貝,エイ,100,6.494,瀴癭嬰蘡孾
ハ宀小目貝,ヒン,100,2.542,嬪蠙繽檳殯
ハ宀小貝,ヒン,100,2.542,嬪蠙繽檳殯
ハ宀目貝,ヒン,100,4.237,濵嬪蠙繽臏
ハ宀貝,ヒン,100,4.237,濵嬪蠙繽臏
ハ小目貝,ヒン,100,2.542,嬪蠙繽檳殯
ハ小貝,ヒン,100,2.542,嬪蠙繽檳殯
ハ广田黄,コウ,100,2.302,壙懬懭礦廣
